"No.","Time","Source","Destination","Protocol","Length","Info","RTT"
"2","0.010108","142.251.37.78","10.100.102.10","TCP","66","443  >  49284 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1400 SACK_PERM WS=256","0.010108000"
"3","0.010557","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=1 Ack=1 Win=263168 Len=0","0.000449000"
"5","0.020488","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=1 Ack=664 Win=65024 Len=0","0.008840000"
"11","0.073556","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=664 Ack=6838 Win=263168 Len=0","0.000383000"
"15","0.093656","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=6838 Ack=728 Win=65536 Len=0","0.008858000"
"17","0.094698","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=7452 Ack=2124 Win=68608 Len=0","0.008198000"
"19","0.095237","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2124 Ack=7483 Win=262400 Len=0","0.000114000"
"21","0.109664","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=7483 Ack=2155 Win=68608 Len=0","0.014305000"
"27","0.209971","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=12711 Win=263168 Len=0","0.000211000"
"32","0.229054","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=18311 Win=263168 Len=0","0.000159000"
"36","0.230371","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=21792 Win=263168 Len=0","0.000159000"
"41","0.255235","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=27392 Win=263168 Len=0","0.000306000"
"47","0.259622","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=32874 Win=263168 Len=0","0.000221000"
"49","0.261016","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=33315 Win=262656 Len=0","0.000258000"
"53","0.262837","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=33929 Win=262144 Len=0","0.000130000"
"56","0.266606","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=36042 Win=263168 Len=0","0.000142000"
"61","0.274143","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=41642 Win=263168 Len=0","0.000196000"
"63","0.275496","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=42618 Win=262144 Len=0","0.000148000"
"68","0.281832","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=48218 Win=263168 Len=0","0.000117000"
"70","0.331759","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2155 Ack=48301 Win=262912 Len=0","0.049102000"
"72","0.412190","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=48301 Ack=2843 Win=70912 Len=0","0.007430000"
"78","0.414631","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2843 Ack=54268 Win=263168 Len=0","0.000156000"
"82","0.415162","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2843 Ack=58468 Win=263168 Len=0","0.000107000"
"86","0.416298","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=2843 Ack=62668 Win=263168 Len=0","0.000139000"
"118","0.424389","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=100468 Win=263168 Len=0","0.000662000"
"125","0.425320","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=108868 Win=263168 Len=0","0.000224000"
"129","0.425940","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=113068 Win=263168 Len=0","0.000146000"
"133","0.426411","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=117268 Win=263168 Len=0","0.000115000"
"137","0.427454","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=121468 Win=263168 Len=0","0.000136000"
"138","0.430472","142.251.37.78","10.100.102.10","TCP","60","443  >  49284 [ACK] Seq=121468 Ack=3188 Win=75776 Len=0","0.009149000"
"139","0.431830","142.251.37.78","10.100.102.10","TLSv1.3","1454","Application Data","0.008171000"
"148","0.433701","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=134068 Win=263168 Len=0","0.000256000"
"154","0.434295","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=141068 Win=263168 Len=0","0.000150000"
"169","0.435549","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=160668 Win=263168 Len=0","0.000253000"
"179","0.436677","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=173268 Win=263168 Len=0","0.000189000"
"190","0.438208","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=187268 Win=263168 Len=0","0.000304000"
"203","0.438681","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=204068 Win=263168 Len=0","0.000225000"
"225","0.441213","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=233468 Win=263168 Len=0","0.000553000"
"236","0.442765","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=247468 Win=263168 Len=0","0.000502000"
"253","0.443471","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=269868 Win=526336 Len=0","0.000388000"
"284","0.446932","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=311868 Win=526336 Len=0","0.000530000"
"317","0.450598","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=356668 Win=526336 Len=0","0.000771000"
"333","0.451035","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=377668 Win=526336 Len=0","0.000273000"
"354","0.451705","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=405668 Win=526336 Len=0","0.000322000"
"379","0.452496","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=439268 Win=526336 Len=0","0.000363000"
"412","0.457006","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=484068 Win=526336 Len=0","0.000677000"
"443","0.458043","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=526068 Win=526336 Len=0","0.000788000"
"452","0.458640","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=537268 Win=526336 Len=0","0.000208000"
"463","0.459088","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=551268 Win=526336 Len=0","0.000244000"
"483","0.459724","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=577868 Win=526336 Len=0","0.000476000"
"516","0.461438","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=622668 Win=526336 Len=0","0.000693000"
"531","0.461869","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=642268 Win=526336 Len=0","0.000281000"
"564","0.463003","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=687068 Win=482816 Len=0","0.000639000"
"595","0.463693","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=729068 Win=449024 Len=0","0.000486000"
"613","0.464257","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=751468 Win=426752 Len=0","0.000293000"
"629","0.464904","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=771068 Win=484352 Len=0","0.000257000"
"663","0.466471","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3539 Ack=815868 Win=461824 Len=0","0.000767000"
"697","0.467474","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=860668 Win=417024 Len=0","0.000644000"
"713","0.467988","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=880268 Win=417024 Len=0","0.000259000"
"729","0.468482","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=899868 Win=1013504 Len=0","0.000291000"
"762","0.469233","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=944668 Win=968704 Len=0","0.000530000"
"778","0.469901","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=962868 Win=1034496 Len=0","0.000265000"
"787","0.470202","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=974068 Win=1023232 Len=0","0.000151000"
"814","0.470795","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1007668 Win=1019136 Len=0","0.000441000"
"849","0.475703","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1052468 Win=1052672 Len=0","0.000787000"
"882","0.476756","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1097268 Win=1028864 Len=0","0.000709000"
"917","0.477750","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1142068 Win=1024768 Len=0","0.000662000"
"952","0.478594","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1186868 Win=1016064 Len=0","0.000526000"
"974","0.479164","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1213468 Win=1026048 Len=0","0.000310000"
"982","0.481307","142.251.37.78","10.100.102.10","TCP","1454","443  >  49284 [ACK] Seq=1221868 Ack=3578 Win=80640 Len=1400 [TCP segment of a reassembled PDU]","0.014830000"
"1008","0.482022","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1258268 Win=1052672 Len=0","0.000715000"
"1041","0.482798","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1301668 Win=1052672 Len=0","0.000556000"
"1074","0.483612","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1346468 Win=1052672 Len=0","0.000525000"
"1107","0.484353","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1391268 Win=1052672 Len=0","0.000488000"
"1140","0.485166","10.100.102.10","142.251.37.78","TCP","54","49284  >  443 [ACK] Seq=3578 Ack=1436068 Win=1052672 Len=0","0.000537000"
